50,26.6,4.50,141,5481,4934,634,1311,244,41,132,598,118,41,421,1139,.266,.324,.412,.736,98,2033,117,31,44,50,35,1003,27,27.2,4.36,68,73,.482,4.03,141,141,140,1,9,1,37,1279.2,1273,615,573,160,421,37,1031,40,3,39,5439,101,4.24,1.324,9.0,1.1,3.0,7.3,2.45,985,50,4.36,.695,141,1269,969,11517.0,5411,3839,1505,67,133,.988,37,4,49,5,6.5,-4.1,-2.8,-1.0,10.6,0.6,5.5,-1.4,-0.8,0.7,1.9,4.2,0.3,6.4,0.0,-0.4
59,28.8,3.56,142,5326,4784,506,1202,228,16,87,483,65,31,419,984,.251,.315,.360,.675,87,1723,122,37,58,27,35,1022,36,26.7,4.82,56,86,.394,4.56,142,142,139,3,6,2,38,1248.1,1302,685,632,151,478,40,1017,48,7,48,5413,85,4.35,1.426,9.4,1.1,3.4,7.3,2.13,983,59,4.82,.677,142,1278,1020,11235.0,5206,3745,1385,76,157,.985,-4,-0,-44,-1,-13.6,-7.0,-2.2,-4.3,-6.6,-0.8,0.7,-1.6,-1.4,1.8,-2.1,-1.4,-0.3,-3.8,-0.1,-1.4
48,27.9,4.41,140,5180,4738,618,1193,212,18,188,596,38,22,349,1161,.252,.307,.423,.730,98,2005,114,42,20,30,18,840,22,28.4,4.18,68,72,.486,4.00,140,140,140,0,9,0,35,1237.0,1211,585,550,157,401,22,1053,46,0,39,5231,102,4.17,1.303,8.8,1.1,2.9,7.7,2.63,935,46,4.18,.694,140,1260,988,11131.0,5137,3711,1364,62,113,.988,11,1,1,0,1.0,1.2,-3.3,4.5,-0.2,0.2,0.5,-0.4,4.0,-2.2,-1.4,1.3,-1.1,-1.2,-0.4,-0.7
49,28.6,4.64,140,5378,4860,650,1300,254,32,137,617,61,19,409,963,.267,.327,.417,.745,100,2029,107,41,28,39,25,993,24,28.8,4.83,66,74,.471,4.50,140,140,138,2,6,0,35,1247.1,1302,676,624,156,407,13,1038,56,9,72,5380,95,4.22,1.370,9.4,1.1,2.9,7.5,2.55,963,48,4.83,.678,140,1260,976,11226.0,5235,3742,1409,84,126,.984,-23,-2,-2,-0,0.5,-1.3,0.9,-2.1,1.8,-0.6,-0.4,0.5,-2.0,2.2,-2.0,3.4,0.9,2.3,0.1,-0.3
50,27.0,4.26,140,5336,4736,596,1153,228,25,156,569,80,31,481,1307,.243,.319,.401,.720,96,1899,86,62,27,30,40,985,29,29.3,3.89,82,58,.586,3.54,140,140,136,4,17,3,42,1260.2,1142,544,496,122,366,35,1215,38,3,57,5225,112,3.43,1.196,8.2,0.9,2.6,8.7,3.32,899,50,3.89,.690,140,1260,942,11346.0,5308,3782,1433,93,104,.982,5,0,8,1,8.3,5.1,5.8,-0.5,3.2,0.4,4.2,0.0,2.3,-1.2,-0.1,0.4,-1.9,-1.6,0.1,-1.0
40,28.3,3.92,139,5207,4756,545,1199,228,22,118,520,59,35,331,1058,.252,.307,.384,.690,95,1825,103,58,27,34,17,907,22,27.8,4.26,66,73,.475,3.95,139,139,133,6,8,3,32,1245.0,1241,592,546,138,391,32,1172,52,2,49,5283,97,3.77,1.311,9.0,1.0,2.8,8.5,3.00,956,38,4.26,.672,139,1249,993,11192.0,5215,3733,1397,85,136,.984,-26,-3,-14,-2,-6.7,-2.0,-1.6,-0.3,-4.7,-0.1,0.6,-1.7,-0.9,-0.7,-0.6,0.9,-0.9,-0.6,-0.9,-0.4
49,29.6,4.05,140,5362,4813,567,1204,227,23,148,541,124,35,436,1048,.250,.315,.399,.714,94,1921,96,37,41,35,34,993,28,27.4,4.44,58,81,.417,4.17,140,140,137,2,8,1,30,1258.0,1210,622,583,149,465,40,1049,51,10,41,5383,96,4.25,1.331,8.7,1.1,3.3,7.5,2.26,987,48,4.44,.698,140,1260,1030,11322.0,5263,3774,1419,70,116,.987,25,3,13,1,-1.5,-3.4,-2.5,-1.5,1.9,-0.9,5.1,1.1,2.0,1.2,-1.8,-1.5,-1.3,-4.6,-0.2,-1.8
48,28.1,4.10,139,5293,4706,570,1201,260,24,120,546,73,24,466,992,.255,.324,.397,.721,94,1869,121,33,42,45,32,997,27,27.4,4.09,69,70,.496,3.77,139,139,130,9,8,0,34,1237.2,1112,569,519,146,360,26,1221,39,4,41,5102,113,3.67,1.189,8.1,1.1,2.6,8.9,3.39,820,46,4.09,.696,139,1251,991,11133.1,5107,3713,1322,72,117,.986,16,2,14,0,3.2,5.5,4.3,1.1,-2.3,-0.4,-1.8,1.9,-0.6,1.1,0.5,0.2,-1.8,-1.1,-0.9,-0.5
50,28.1,4.49,141,5257,4828,633,1294,239,42,168,607,83,41,330,1098,.268,.317,.439,.757,91,2121,100,32,39,28,40,885,30,28.9,5.23,59,82,.418,5.06,141,141,138,3,4,1,32,1235.0,1367,737,695,162,499,39,950,44,5,58,5462,92,4.63,1.511,10.0,1.2,3.6,6.9,1.90,1020,50,5.23,.669,141,1269,972,11115.0,5380,3705,1591,84,151,.984,-10,-1,-21,-2,-4.9,-2.2,-0.9,-0.7,-2.7,-0.2,-2.7,0.9,3.3,-0.2,-2.8,-0.3,1.4,-1.7,-0.2,-1.9
47,28.4,4.33,140,5335,4870,606,1320,250,43,140,578,74,45,383,1082,.271,.327,.426,.753,108,2076,128,35,18,29,34,953,27,28.8,5.07,64,76,.457,4.76,140,140,134,6,11,4,31,1254.1,1321,710,664,173,421,26,965,38,6,46,5391,84,4.50,1.389,9.5,1.2,3.0,6.9,2.29,918,47,5.07,.686,140,1260,960,11289.0,5217,3763,1384,70,139,.987,-16,-2,-5,-1,-7.6,-11.4,-6.4,-4.9,3.8,-0.7,2.3,3.6,-1.5,-0.2,1.9,-0.8,2.4,3.5,-2.8,-0.4
